Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n_Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,ID,Year_Birth,Dt_Customer
64014,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,3,11,0,74,2178,0,0,0,1,0,0,0,0,0,1,436,428,1,5529,1946,2014-06-10 00:00:00.0000000
66303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,49,2647,0,1,0,0,0,0,0,1,0,0,1226,1166,1,10319,1971,2013-02-26 00:00:00.0000000
68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0,3428,1991,2013-10-06 00:00:00.0000000
72460,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,51,2386,0,1,0,0,0,0,0,1,0,0,1037,1027,0,2075,1969,2013-11-14 00:00:00.0000000
73356,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,36,2302,0,1,0,0,0,0,0,0,0,1,1400,1288,3,1139,1984,2014-02-06 00:00:00.0000000
75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,41,2217,0,0,0,1,0,0,0,1,0,0,1360,1280,0,2963,1979,2014-05-02 00:00:00.0000000
80360,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,71,2642,0,1,0,0,0,0,0,0,0,1,2188,2145,3,737,1949,2013-03-03 00:00:00.0000000
80427,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,45,2814,0,1,0,0,0,0,0,0,0,1,1809,1783,0,8717,1975,2012-09-12 00:00:00.0000000
83257,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,25,2808,0,0,1,0,0,1,0,0,0,0,1298,1231,2,4427,1995,2012-09-18 00:00:00.0000000
84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0,10156,1975,2013-06-03 00:00:00.0000000
25358,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,73,2501,0,0,0,0,1,0,0,0,0,1,24,16,0,13,1947,2013-07-22 00:00:00.0000000
27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,0,1,0,0,0,0,0,0,1,0,91,39,0,5123,1951,2013-04-15 00:00:00.0000000
28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0,8724,1982,2013-06-17 00:00:00.0000000
31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0,3537,1981,2012-08-17 00:00:00.0000000
41713,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,3,11,0,56,2220,1,0,0,0,0,1,0,0,0,0,149,124,0,8726,1964,2014-04-29 00:00:00.0000000
44512,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,60,2462,0,0,0,1,0,0,0,1,0,0,30,28,0,800,1960,2013-08-30 00:00:00.0000000
54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,448,1978,2013-03-01 00:00:00.0000000
60000,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,44,2713,0,0,1,0,0,0,0,0,0,1,1265,1253,0,9365,1976,2012-12-22 00:00:00.0000000
61010,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,68,2787,0,0,0,1,0,0,0,0,0,1,945,869,0,7055,1952,2012-10-09 00:00:00.0000000
62670,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,66,2306,0,1,0,0,0,0,0,0,0,1,787,749,0,2295,1954,2014-02-02 00:00:00.0000000
63967,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,52,2483,0,1,0,0,0,0,0,1,0,0,720,558,0,9166,1968,2013-08-09 00:00:00.0000000
65176,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,51,2767,0,0,0,1,0,0,0,0,1,0,1461,1391,0,8932,1969,2012-10-29 00:00:00.0000000
66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,42,2541,0,1,0,0,0,0,0,1,0,0,497,388,0,9381,1978,2013-06-12 00:00:00.0000000
70932,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,48,2320,0,1,0,0,0,1,0,0,0,0,724,539,0,3283,1972,2014-01-19 00:00:00.0000000
71322,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,3,11,0,55,2657,0,1,0,0,0,0,0,0,0,1,1101,897,0,4837,1965,2013-02-16 00:00:00.0000000
76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0,4149,1948,2014-05-13 00:00:00.0000000
78939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,69,2358,0,1,0,0,0,0,0,0,0,1,1302,1097,0,1915,1951,2013-12-12 00:00:00.0000000
83664,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,52,2576,1,0,0,0,0,0,0,0,0,1,1087,1001,0,9799,1968,2013-05-08 00:00:00.0000000
83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,68,2572,0,0,0,1,0,0,0,1,0,0,1383,1192,1,241,1952,2013-05-12 00:00:00.0000000
90842,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,72,2494,0,0,1,0,0,0,0,1,0,0,1331,1238,0,5147,1948,2013-07-29 00:00:00.0000000
20518,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,32,2201,0,0,1,0,0,0,0,1,0,0,16,7,0,9081,1988,2014-05-18 00:00:00.0000000
24367,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,38,2625,0,0,1,0,0,0,1,0,0,0,19,14,0,5181,1982,2013-03-20 00:00:00.0000000
28332,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,68,2219,0,1,0,0,0,0,0,1,0,0,56,47,0,1050,1952,2014-04-30 00:00:00.0000000
33456,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,55,2228,0,0,0,1,0,0,0,1,0,0,29,22,0,5610,1965,2014-04-21 00:00:00.0000000
34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0,72,2215,0,1,0,0,0,0,0,0,0,1,50,38,0,4988,1948,2014-05-04 00:00:00.0000000
38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,0,1,0,0,0,0,0,0,0,1,37,36,0,3526,1968,2014-01-27 00:00:00.0000000
58138,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,3,11,1,63,2822,0,0,1,0,0,0,0,1,0,0,1529,1441,0,5524,1957,2012-09-04 00:00:00.0000000
65333,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,3,11,0,47,2322,0,0,1,0,0,0,0,1,0,0,768,738,2,5136,1973,2014-01-17 00:00:00.0000000
65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,65,2599,0,0,0,1,0,0,0,1,0,0,511,477,0,7192,1955,2013-04-15 00:00:00.0000000
73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1,701,1971,2013-11-06 00:00:00.0000000
74485,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,73,2468,0,0,0,1,0,0,0,1,0,0,1685,1636,0,6203,1947,2013-08-24 00:00:00.0000000
79244,0,0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,3,11,1,27,2716,0,0,1,0,0,0,0,1,0,0,971,726,2,7734,1993,2012-12-19 00:00:00.0000000
82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,63,2758,0,1,0,0,0,0,0,0,0,1,706,683,3,10446,1957,2012-11-07 00:00:00.0000000
82623,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,68,2390,1,0,0,0,0,0,0,1,0,0,767,594,0,1411,1952,2013-11-10 00:00:00.0000000
91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,49,2687,0,0,1,0,0,0,0,1,0,0,1949,1930,0,9220,1971,2013-01-17 00:00:00.0000000
7500,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2752,0,1,0,0,0,0,1,0,0,0,45,29,0,387,1976,2012-11-13 00:00:00.0000000
28973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,43,2783,0,1,0,0,0,0,0,0,0,1,257,245,0,164,1977,2012-10-13 00:00:00.0000000
29478,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,2322,0,0,0,1,0,0,0,1,0,0,19,18,0,8514,1976,2014-01-17 00:00:00.0000000
31160,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,2445,0,0,1,0,0,0,0,0,1,0,51,38,0,10236,1975,2013-09-16 00:00:00.0000000
40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,48,2494,0,1,0,0,0,0,0,1,0,0,75,48,0,1920,1972,2013-07-29 00:00:00.0000000
55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,49,2509,0,0,1,0,0,0,0,1,0,0,673,567,0,3673,1971,2013-07-14 00:00:00.0000000
57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,77,2517,0,0,0,0,1,0,0,0,0,1,1030,1000,0,1453,1943,2013-07-06 00:00:00.0000000
58482,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,3,11,0,65,2268,0,1,0,0,0,0,0,0,0,1,724,717,1,5186,1955,2014-03-12 00:00:00.0000000
59354,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,67,2225,0,1,0,0,0,0,0,0,1,0,446,433,0,3830,1953,2014-04-24 00:00:00.0000000
64474,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,48,2409,0,0,0,1,0,0,0,1,0,0,730,637,0,7165,1972,2013-10-22 00:00:00.0000000
71855,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,3,11,0,43,2688,0,1,0,0,0,0,0,1,0,0,1113,1085,0,8969,1977,2013-01-16 00:00:00.0000000
71969,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,3,11,0,49,2780,0,1,0,0,0,0,0,0,0,1,1076,1066,1,1079,1971,2012-10-16 00:00:00.0000000
85693,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,41,2594,0,0,0,1,0,0,0,1,0,0,1058,947,0,4518,1979,2013-04-20 00:00:00.0000000
24279,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,8151,1990,2012-12-29 00:00:00.0000000
29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,55,2633,0,0,0,1,0,0,0,1,0,0,17,9,0,10451,1965,2013-03-12 00:00:00.0000000
30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0,10862,1960,2012-08-17 00:00:00.0000000
30560,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,2526,0,0,0,1,0,0,0,0,1,0,24,17,0,2711,1976,2013-06-27 00:00:00.0000000
38175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,36,2438,0,1,0,0,0,0,0,0,0,1,150,147,0,8799,1984,2013-09-23 00:00:00.0000000
46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,48,2443,0,0,1,0,0,0,0,0,1,0,84,76,0,9923,1972,2013-09-18 00:00:00.0000000
47025,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,2299,1,0,0,0,0,0,0,0,0,1,19,18,0,8275,1965,2014-02-09 00:00:00.0000000
49094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,47,2805,0,1,0,0,0,0,0,1,0,0,433,364,0,2870,1973,2012-09-21 00:00:00.0000000
55424,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,44,2740,0,1,0,0,0,0,0,0,0,1,770,663,1,3498,1976,2012-11-25 00:00:00.0000000
56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0,944,1962,2013-01-08 00:00:00.0000000
59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,59,2817,0,0,0,0,1,1,0,0,0,0,1006,940,0,7342,1961,2012-09-09 00:00:00.0000000
60152,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,4320,1979,2013-03-28 00:00:00.0000000
67430,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,33,2821,0,0,0,1,0,0,0,1,0,0,1243,1122,0,1911,1987,2012-09-05 00:00:00.0000000
68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,44,2383,0,1,0,0,0,0,0,0,0,1,1336,1256,0,10673,1976,2013-11-17 00:00:00.0000000
68462,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,51,2723,0,1,0,0,0,0,0,0,0,1,1622,1574,0,6184,1969,2012-12-12 00:00:00.0000000
70321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,73,2688,0,0,0,1,0,0,0,1,0,0,1185,994,0,10814,1947,2013-01-16 00:00:00.0000000
79823,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,3,11,0,61,2249,0,1,0,0,0,0,0,1,0,0,1475,1432,1,6343,1959,2014-03-31 00:00:00.0000000
85683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,66,2259,1,0,0,0,0,0,0,1,0,0,1738,1687,4,8545,1954,2014-03-21 00:00:00.0000000
15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,41,2786,1,0,0,0,0,0,0,1,0,0,18,5,1,234,1979,2012-10-10 00:00:00.0000000
29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0,891,1951,2013-09-07 00:00:00.0000000
32313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,38,2662,0,0,0,1,0,0,0,0,0,1,152,145,0,9576,1982,2013-02-11 00:00:00.0000000
33402,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,68,2505,0,0,0,1,0,0,0,1,0,0,62,54,0,5967,1952,2013-07-18 00:00:00.0000000
38741,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,62,2250,0,0,1,0,0,1,0,0,0,0,48,35,0,8418,1958,2014-03-30 00:00:00.0000000
38961,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,0,1,0,0,0,0,0,0,1,0,46,22,0,5300,1973,2013-12-30 00:00:00.0000000
51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,33,2795,0,1,0,0,0,0,0,0,0,1,1214,1178,2,3202,1987,2012-10-01 00:00:00.0000000
53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,67,2850,0,0,0,1,0,0,0,0,0,1,437,394,0,610,1953,2012-08-07 00:00:00.0000000
55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,64,2711,0,0,1,0,0,0,0,0,1,0,701,638,0,5935,1956,2012-12-24 00:00:00.0000000
56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,55,2420,0,1,0,0,0,0,0,0,1,0,385,359,0,11171,1965,2013-10-11 00:00:00.0000000
63246,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,53,2472,0,1,0,0,0,0,0,0,0,1,765,758,0,6912,1967,2013-08-20 00:00:00.0000000
65308,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,3,11,0,47,2450,0,1,0,0,0,0,0,1,0,0,1177,1143,2,10701,1973,2013-09-11 00:00:00.0000000
70165,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,71,2439,0,0,0,0,1,0,0,1,0,0,804,682,0,7851,1949,2013-09-22 00:00:00.0000000
72643,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1,71,2646,0,0,0,0,1,0,0,1,0,0,1376,1323,1,8537,1949,2013-02-27 00:00:00.0000000
75922,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,52,2361,0,0,1,0,0,0,0,1,0,0,1203,1111,0,10424,1968,2013-12-09 00:00:00.0000000
80872,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,69,2207,0,0,1,0,0,0,0,1,0,0,1228,1120,0,3434,1951,2014-05-12 00:00:00.0000000
81929,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,3,11,1,44,2797,0,1,0,0,0,0,0,0,1,0,1868,1683,2,1103,1976,2012-09-29 00:00:00.0000000
82333,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,3,11,1,34,2615,0,1,0,0,0,0,0,0,0,1,1805,1788,1,6292,1986,2013-03-30 00:00:00.0000000
84117,0,0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,3,11,0,64,2208,0,1,0,0,0,0,0,0,0,1,1540,1514,1,5721,1956,2014-05-11 00:00:00.0000000
96843,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,3,11,1,30,2591,0,0,1,0,0,0,0,1,0,0,1527,1510,1,2109,1990,2013-04-23 00:00:00.0000000
7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,2828,0,1,0,0,0,0,0,1,0,0,13,8,0,10710,1979,2012-08-29 00:00:00.0000000
26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0,8477,1956,2013-03-11 00:00:00.0000000
33762,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,61,2516,0,1,0,0,0,0,0,0,0,1,90,74,0,9579,1959,2013-07-07 00:00:00.0000000
40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,46,2736,0,1,0,0,0,0,0,1,0,0,262,234,0,368,1974,2012-11-29 00:00:00.0000000
43269,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,2445,0,1,0,0,0,0,0,0,0,1,18,17,0,2836,1972,2013-09-16 00:00:00.0000000
49514,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0,45,2353,0,0,1,0,0,1,0,0,0,0,276,183,0,4120,1975,2013-12-17 00:00:00.0000000
50737,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,65,2573,0,1,0,0,0,0,0,1,0,0,89,79,1,2061,1955,2013-05-11 00:00:00.0000000
53253,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,3,11,0,45,2662,0,0,0,1,0,0,0,0,1,0,311,186,0,4093,1975,2013-02-11 00:00:00.0000000
57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,69,2634,0,1,0,0,0,0,0,1,0,0,920,814,0,640,1951,2013-03-11 00:00:00.0000000
60432,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,3,11,0,47,2271,0,1,0,0,0,0,0,0,1,0,390,379,0,4480,1973,2014-03-09 00:00:00.0000000
60894,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,54,2525,0,0,0,1,0,0,0,1,0,0,778,724,0,5841,1966,2013-06-28 00:00:00.0000000
62450,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,61,2333,0,0,1,0,0,0,0,1,0,0,957,919,1,9353,1959,2014-01-06 00:00:00.0000000
63684,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,3,11,0,50,2739,0,1,0,0,0,0,0,1,0,0,1384,1304,0,3599,1970,2012-11-26 00:00:00.0000000
66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,63,2327,0,1,0,0,0,0,0,0,1,0,391,344,1,10660,1957,2014-01-12 00:00:00.0000000
69016,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,50,2743,0,1,0,0,0,0,0,1,0,0,1372,1211,0,3389,1970,2012-11-22 00:00:00.0000000
71107,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,69,2656,0,1,0,0,0,0,0,1,0,0,1132,937,0,3828,1951,2013-02-17 00:00:00.0000000
73803,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,0,3,11,1,63,2856,0,1,0,0,0,0,0,1,0,0,1354,1180,1,7118,1957,2012-08-01 00:00:00.0000000
81320,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0,62,2667,0,1,0,0,0,0,0,1,0,0,871,814,0,8624,1958,2013-02-06 00:00:00.0000000
87000,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,3,11,0,28,2720,0,1,0,0,0,1,0,0,0,0,912,863,0,2802,1992,2012-12-15 00:00:00.0000000
87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,5536,1959,2013-05-22 00:00:00.0000000
8028,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,29,2808,0,0,1,0,0,0,0,1,0,0,176,174,0,10749,1991,2012-09-18 00:00:00.0000000
31158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,35,2677,0,1,0,0,0,0,0,1,0,0,67,62,0,5790,1985,2013-01-27 00:00:00.0000000
34412,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,3,11,0,30,2660,0,0,1,0,0,0,0,1,0,0,154,99,0,2678,1990,2013-02-13 00:00:00.0000000
34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,69,2685,0,1,0,0,0,0,0,1,0,0,123,76,0,236,1951,2013-01-19 00:00:00.0000000
35416,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,71,2540,1,0,0,0,0,0,0,0,1,0,339,288,0,4697,1949,2013-06-13 00:00:00.0000000
38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0,3565,1955,2014-03-30 00:00:00.0000000
44124,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,182,1946,2013-05-11 00:00:00.0000000
46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,2178,0,1,0,0,0,1,0,0,0,0,39,34,0,4937,1973,2014-06-10 00:00:00.0000000
50729,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,62,2582,0,0,1,0,0,0,0,0,0,1,444,392,0,1165,1958,2013-05-02 00:00:00.0000000
54356,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,71,2746,0,0,0,0,1,0,0,0,0,1,775,775,0,6250,1949,2012-11-19 00:00:00.0000000
55951,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,68,2834,0,0,0,1,0,0,0,0,1,0,1334,1294,2,2926,1952,2012-08-23 00:00:00.0000000
56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,41,2702,0,1,0,0,0,0,0,1,0,0,902,867,0,6001,1979,2013-01-02 00:00:00.0000000
72159,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,42,2767,0,1,0,0,0,0,0,0,0,1,1348,1295,0,1168,1978,2012-10-29 00:00:00.0000000
80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,65,2377,0,1,0,0,0,0,0,1,0,0,1332,1284,1,6086,1955,2013-11-23 00:00:00.0000000
85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,47,2190,0,1,0,0,0,0,0,0,0,1,1920,1882,1,1127,1973,2014-05-29 00:00:00.0000000
87679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,3,11,1,32,2496,0,0,0,1,0,0,0,1,0,0,2491,2458,3,1763,1988,2013-07-27 00:00:00.0000000
